supported,audusd,1
hold,sell,1
suba,en,1
fed,monetary,1
bulls,test,1
side,order,1
inside,ascending,1
pip,rangeas,1
gann,suport,1
data,price,1
read,v5,1
rises,chinese,1
highs,audjpy,1
sharp,retrace,1
comfortably,rba,1
m5,caught,1
spike,audusd,1
jan,reversal,1
trending,goog,1
audusd,day,1
audusd,neckline,1
put,target,1
lots,audusd095408,1
mistake,booking,1
audusd,subscribe,1
x,risk,1
lows,lower,1
projected,target,1
sell,audusd9461,1
nz,cards,1
black,audusd,1
search,bar,1
cut,risk,1
calculates,fair,1
m15,time,1
based,higher,1
superbly,resilient,1
david,song,1
quick,question,1
cci,trix,1
present,time,1
lots,audusd103820,1
wedge,hit,1
uptrend,techs,1
time,cover,1
performed,well,1
potentially,showing,1
slurrrrp,heard,1
scalps,usd,1
flog,risk,1
line,gq,1
line,enter,1
yep,mentioned,1
woke,sleep,1
setup,simple,1
worked,excellent,1
australia,employ,1
shootingstar,candlestick,1
rising,1h,1
homing,pigeon,1
term,trades,1
room,sign,1
audcad,hold,1
sfp,price,1
begging,sell,1
relative,market,1
context,wary,1
rajol,al,1
y,wave,1
daily,highaudusd,1
macro,funds,1
days,audusd,1
basically,short,1
hunting,audusd,1
entered,finally,1
exceeded,projecton,1
entry,coming,1
4h,due,1
close,count,1
oval,oval,1
remaining,hits,1
affecting,https,1
nice,momentum,1
short,record,1
a,nzdusd,1
longterm,target,1
expecting,close,1
copper,correlation,1
yy,yr,1
daily,descending,1
push,rba,1
short,initially,1
nailed,friday,1
analysis,sharing,1
selling,buy,1
aud,maintains,1
moving,sideways,1
opened,yesterday,1
currency,strength,1
queensland,rating,1
call,boehner,1
manufacturing,hits,1
enter,4h,1
downside,move,1
yesterday,jan,1
busts,waiting,1
shark,told,1
mk,ia,1
resistence,point,1
touching,lows,1
average,provide,1
1hr,bar,1
careful,audusd,1
happy,overnight,1
additional,downside,1
seemingly,fails,1
weeks,r,1
starry,elliott,1
fkxvclexdu,8a,1
explained,earlier,1
position,initiated,1
forum,details,1
make,strong,1
daily,200ma,1
audusd,corto,1
rx,audusd,1
fuck,boy,1
signalling,spy,1
price,ridiculous,1
watch,calls,1
time,bed,1
guess,aud,1
noted,eh,1
losin,short,1
holding,pretty,1
3m,riskies,1
hight,channel,1
fxstreetreports,closer,1
move,chinese,1
low,uj,1
holds,aussie,1
tho,dma,1
ahead,westpac,1
note,major,1
range,held,1
ask10383,high10383,1
audusd,trade,1
long,chfjpy,1
enjoys,bids,1
play,position,1
loss105504,period,1
recommendations,target,1
playing,gaps,1
bit,lower,1
neutral,audusd,1
consensus,152k,1
beob,audusd,1
sees,200hr,1
positions,update,1
erusd,audusd,1
ranged,favor,1
audusd,fell,1
audusd,wednesday,1
horizon,audjpy,1
row,nasdaq,1
selling,supports,1
10k,side,1
leaked,usual,1
price,big,1
improvement,business,1
beneath,dailyfx,1
pip,move,1
time,bt,1
consolidation,irregular,1
months,nab,1
resistance,required,1
short10505,short,1
decline,tl,1
expected,slow,1
solid,profit,1
targeting,audcad,1
months,high,1
morning,expect,1
determine,13tl,1
try,audusd,1
slightly,4i,1
do,leaving,1
market,judge,1
cv,y,1
crown,audusd,1
pip,close,1
6af,downtrend,1
threaten,september,1
friday,gold,1
longs,adjusted,1
2yr,correlations,1
2ndskies,t5,1
position,st,1
agreed,lets,1
trendline,analysis,1
rsi,great,1
hunt,aud,1
one,concisely,1
expect,momentum,1
join,you,1
aussie,lowest,1
prior,ny,1
wedge,confirmed,1
top,hr,1
soars,fiscal,1
fxstreetreports,yen,1
stop,hunting,1
nzdusd,rush,1
divergence,shorting,1
lift,back,1
yesterday,k7,1
boggle,mind,1
audusd103801,stop,1
opened104904,closed104641,1
sentiment,overstrteched,1
surprised,battler,1
holiday,month,1
scalps,playdailyfxi,1
wake,audusd,1
spell,audusd,1
yep,correlations,1
table,wkly,1
audusd,jazlady,1
aussie,specific,1
nab,nasdaq,1
pace,set,1
held,w,1
week,bouncing,1
zu,audusd,1
advance,stop,1
d,didn,1
in,3month,1
opportunity,ya,1
us120,audusd,1
bought,sustained,1
earlier,give,1
remain,cautious,1
chart,nov13,1
follow,flow,1
note,open,1
expect,retrace,1
push,audnzd,1
stos,sell,1
audusd,ur,1
bunch,reasons,1
break,internal,1
aussie,options,1
sl,tight,1
reached,ext,1
line,channel,1
area,previous,1
area,200day,1
system,neutral,1
level,decide,1
holding,push,1
aussie,tumble,1
usd,240m,1
fireworks,coming,1
quarter,cpi,1
100ma,week,1
audusd,stage,1
posted,shortly,1
turn,confirmed,1
measured,abcd,1
level,rc,1
rhs,fixes,1
stop,bid,1
audusd10549,ou,1
pair,moves,1
audusd,now9450,1
lol,t,1
pull,audusd,1
w6,audusd,1
appetite,rally,1
area,sell,1
rest,world,1
short,positiononly,1
strong,reversals,1
taking,buying,1
object,manage,1
latest,move,1
fade,churn,1
gold,made,1
price,refuses,1
term,tageting,1
collision,falling,1
eye,drawing,1
overlap,triangle,1
ends,market,1
batch,current,1
interest,tl,1
soon,won,1
consolidation,lt,1
audusd9547,stop,1
indication,bearish,1
bias,traders,1
cross,stop,1
lower,gbpaud,1
480m,bear,1
picks,gj,1
big,buyer,1
rebounds,lu,1
trades,talked,1
potential,gains,1
15pip,stop,1
uofm,sentiment,1
forget,invite,1
ratio,disconcerting,1
downside,0n,1
risk,minimal,1
audusd,this,1
trigger,push,1
discussion,action,1
watch,ny,1
gusto,move,1
pips,shorting,1
read,kn,1
october,uo,1
scenario,makes,1
sales,730pm,1
clear,low,1
point,pipstargeting,1
watching,level,1
mid,band,1
audusd,dnt,1
economy,dependent,1
momentum,dried,1
audusd,1000p,1
pair,posted,1
expecting,extended,1
area,bounce,1
money,news,1
uptrend,gm,1
friday,current,1
3x,pos,1
mess,audusd,1
closed,quick,1
falling,wedge,1
short,aapl,1
etn,priced,1
trade,aussie,1
back,puts,1
wary,intrasession,1
waves,confluences,1
signs,stalling,1
rebounds,cv,1
feel,moment,1
added,existing,1
fed,continues,1
forming,targets,1
china,historically,1
news,swing,1
entry,3r,1
waves,like,1
haha,audsgd,1
profit10493,current,1
lower,chinese,1
kiwi,approaching,1
making,pips,1
rba,hit,1
reversal,lower,1
stops,spy,1
wedge,ed,1
audusd,st,1
hr,cardio,1
lower,future,1
audusd,attract,1
moved,fast,1
collapse,strategy,1
cadjpy,run,1
dealer,leave,1
reaction,sen,1
broader,bias,1
act,barrometrics,1
na,pair,1
rate,changed,1
dictate,movement,1
side,lil,1
pullback,support09768,1
point,lower,1
bears,bar,1
neutral,short,1
plunge,expect,1
utterly,killed,1
call,me,1
quotes,audjpy,1
markets,making,1
usd,business,1
strong,trending,1
aware,eu,1
hmm,beginning,1
makes,audusd,1
one,plan,1
sitting,hovering,1
t,afraid,1
58k,cons,1
yy,s5,1
line,showned,1
4hr,building,1
yesterday,report,1
fo,aud,1
set,cci,1
pattern,forming,1
closely,declines,1
pips,reload,1
top,wave2,1
tout,comme,1
final,hour,1
rebounds,uo,1
short,lot,1
audusd,suggest,1
playing,support,1
weekly,shooting,1
rock,wi,1
preparing,ve,1
daily,traded,1
system,added,1
price,scalps,1
folds,cont,1
aug,selloff,1
surrounding,audusd,1
coverage,gdp,1
handle,ill,1
3rd,x,1
higher,eur,1
risk,return,1
quiet,hours,1
pls,moved,1
s,audnzd,1
update,desk,1
average,yy,1
cash,target,1
gallery,guess,1
thursday,afternoon,1
target,j9,1
time,testing,1
post,weekend,1
technically,broken,1
nw,buy10276,1
mention,swap,1
cantake,profitor,1
tempting,miss,1
sole,proprietor,1
gmt,la,1
level,aussie,1
bearish,choppy,1
enter,buy,1
chasing,sharp,1
room,zy,1
post,fomc,1
alt,idea,1
yy,zt,1
flat,rest,1
spy,twm,1
leaving,bias,1
fx,update,1
buying,initially,1
falling,asia,1
rate,bps,1
oct,ve,1
exhausted,leaving,1
wranglings,washington,1
target,bit,1
shot,fed,1
potential,top,1
correct,tweeted,1
opening,vu,1
question,resistance,1
calculating,pip,1
good,gained,1
continues,line,1
stuff,lol,1
graph,courtesy,1
thinking,cable,1
fire,audusd,1
news,staggering,1
crossing,sma,1
upside,book,1
advertisements,australia,1
star,candlestick,1
0y,longing,1
wider,stop,1
tips,brought,1
uc,tf,1
lots,audusd10467,1
jaime,audusd,1
currency,rising,1
audusd,suspect,1
rush,one,1
res,watch,1
crashing,short,1
tough,shorters,1
e,target,1
case,puke,1
shorts,watching,1
audusd,perspective,1
broken,todays,1
short,indications,1
big,smackdown,1
suddenly,audusd,1
exporters,serving,1
economy,lend,1
sell,walk,1
audusd,lesser,1
fine,far,1
pivot,aud,1
ny,turn,1
audusd,distribution,1
set,break,1
anomaly,june,1
tonight,gcf,1
trap,amp,1
orders,push,1
audusd,jr,1
weekly,market,1
asia,currency,1
glance,makes,1
short,audusd1500,1
buy,long,1
release,ss,1
correction,taking,1
6af,session,1
alt,settings,1
nov,audusd,1
monthly,month,1
briefly,caused,1
wondering,previous,1
zona,clave,1
steady,aussie,1
stops,targets,1
path,follow,1
stream,pretty,1
normal,trend,1
lower,disappointing,1
king,hound,1
kind,support,1
atlast,started,1
opened104128,closed102431,1
ur,info,1
close,flips,1
audusd,yout,1
reversal,fx,1
strategy,feb,1
audusd,violently,1
nice,bounce,1
tp,tq,1
faith,h,1
cable,crumble,1
idea,5min,1
exiting,small,1
