"nailed trend",121
"trend nailed",121
"big time",121
"end historic",122
"markets avg",122
"affirmed comp",122
"uptrend affirmed",122
"retracement level",122
"ms gs",122
"dont returns",122
"guys dont",122
"hav underperformed",122
"hfs hav",122
"years smartest",122
"wave structure",122
"aapl downtrend",123
"continues stocks",123
"t make",123
"goog amzn",123
"bear call",123
"fort osage",123
"turn dates",124
"yard run",124
"vane newsletter",124
"writers advisors",124
"component health",124
"health trend",124
"weekly market",124
"straight years",124
"weekly charts",125
"rookie card",125
"market vane",125
"th past",125
"high posting",125
"posting strongest",125
"nov th",125
"aapl poised",125
"avg time",125
"stay cash",125
"b o",125
"long spy",125
"term downtrend",125
"newsletter writers",126
"year start",126
"lady warriors",126
"beginning year",126
"guitarist al",126
"singer guitarist",126
"ma pointing",126
"t dia",127
"buy spy",127
"target vxx",127
"trend indicator",127
"buy support",127
"profit taking",127
"ndx oex",128
"bac c",128
"u girls",128
"ve waited",128
"waited months",128
"historic highs",128
"morgan stanley",128
"january expiration",128
"indicator spy",128
"early results",128
"estimates marketwatch",128
"reported beaten",128
"results companies",128
"free trial",128
"qqq free",128
"trial weekend",128
"coming uvxy",128
"cross stay",128
"stay big",128
"spr ndx",128
"weekly spr",128
"f hg",128
"actual europe",128
"ago overweight",128
"barrons roundtable",128
"eem gld",128
"eem mid",128
"europe actual",128
"europe gld",128
"gld neutral",128
"gld worst",128
"neutral underweight",128
"overweight eem",128
"roundtable yr",128
"underweight europe",128
"worst eem",128
"longer term",129
"t short",129
"market call",129
"blog nzdusd",129
"start small",129
"great breakout",129
"ndx spy",129
"aaii bulls",129
"bulls week",129
"jersey autograph",130
"dji ixic",130
"market action",130
"asset class",130
"class sector",130
"strong close",130
"point figure",130
"sell top",131
"top rail",131
"mid cap",131
"b ball",131
"ball pommies",131
"destroys place",131
"finishes b",131
"place finishes",131
"pommies map",131
"swim destroys",131
"warrior swim",131
"week warrior",131
"earnings estimates",131
"long aapl",131
"time frame",131
"clients usdx",132
"higher spy",132
"cap stocks",132
"inflection point",132
"markets set",132
"monday similar",132
"s june",132
"set monday",132
"similar s",132
"featured stock",132
"post featured",132
"support spy",133
"t hold",133
"indoor cycle",133
"ends year",133
"pivot low",133
"suggests nov",133
"index etf",133
"measured move",133
"yr ago",133
"pointing higher",133
"biggest rallies",134
"bounced thanksgiving",134
