364518,2.95932e+17,"jamestocks21","  : sell $intc the market will crash .... .  stocks $vix $uvxy $spy $spx $dia $qqq","28/01/2013 16:30","spy spx",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
386258,296975501543763968,"bluebarontrader","32 16 8 4 watch for these in chg opn $spx  4 or  8   $comp  8 4  12 or  16 4  20 jot down on a post it gov   closer attn to futures","31/01/2013 13:37:31","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144520,2.78187e+17,"WallStJesus","$spx closed above it s 50 day ma.  1st time in  gt month.  historical results here  not very bullish.     ","10/12/2012 17:18","null",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
261265,2.90167e+17,"mjb4632","eurusd 3m swap spread  scale inverted  vs spx. a closer look. ","12/01/2013 18:42","spx a",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311853,2.92736e+17,"M3_6Barz","  : barrons roundtable one yr ago: overweight $eem   $gld  neutral $spx  underweight europe. actual: europe best  $gld worst  $spx   $eem mid","19/01/2013 20:50","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
128972,2.77086e+17,"seeitmarket","new post:  stock market nearing key technical juncture   by   $spx $ndx","07/12/2012 16:23","stock market",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247588,2.89837e+17,"sellputs","spot on with your spx    ","11/01/2013 20:51","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
384970,296794123892035584,"85CaseBreaks","2013 bo super bowl promo  2008 ud spx baseball hit draft   broadcasting live at  ","31/01/2013 01:36:47","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108547,2.7566e+17,"hertcapital","using the $xlv : $spx and $xlu : $spx ","03/12/2012 17:56","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
156992,2.78869e+17,"3Xtraders","2 min warning: that s about it except for the spx chart...","12/12/2012 14:29","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
321388,2.92833e+17,"icelefant","an astronaut s guide: houston tx  spx  jan 20  2013 humans make rather poor beasts of burden  ","20/01/2013 03:15","spx jan",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88778,2.73172e+17,"petergo99037185","market tuesday  17 cha 11 up  6 down  spx $vix up early  mkt down  $dow up   64  $aapl up  10  $goog down doub dig  $usd chrt dn  mkt up.","26/11/2012 21:09","spx vix",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
335226,2.93744e+17,"WallStJesus","   $trin buy sell signals $spx $rut $compq $indu   ","22/01/2013 15:35","spx rut",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
152162,2.78324e+17,"profitstocks1","reuters exclusive: spx in talks to buy gardner denver   sources ","11/12/2012 02:24","gardner denver",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22442,2.69524e+17,"nt062258","$spx $compx $aapl does the fat lady sing yet   where to buy the tickets  ","16/11/2012 19:36","null",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
238258,2.89394e+17,"theanalyst_hk","  : breaking  tom demark: sell europe   $spx needs a blowoff to 1490 region for 13th countdown.","10/01/2013 15:32","null",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
352100,2.94217e+17,"thetellblog","10 reactions to apple s $aapl earnings  including fears the stock slide will hit s and p 500 $spx hard thursday ","23/01/2013 22:55","p spx",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
71633,2.72039e+17,"aaaristi","  : $spx comprar hoy y vender el viernes   s and p 500 average thanksgiving returns       ","23/11/2012 18:09","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347623,2.94153e+17,"MockTrade","  also worried if aapl closesthe highs  and  r jusk ok then might c a small short lived pop from here espec if $spx tops out","23/01/2013 18:42","null",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
346366,2.94112e+17,"bluebarontrader","             $spx to 1580 1600 march 2013 posted 11:05am 22 sep 12","23/01/2013 15:59","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
414174,297945630414872576,"EvoDriver_1","    yeah march 1 is the date i m waiting for this month may go full retard $spy $es $spx","03/02/2013 05:52:28","i m",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
69846,2.7204e+17,"61point8","i really do expect one more down leg in $spx. it should start from 1422 1425 as early as next tuesday.","23/11/2012 18:13","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
277544,2.90925e+17,"LuisCarlosMarci","awesome 2012 ford mustang spx galpin widebody  cars ","14/01/2013 20:53","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
355340,2.94403e+17,"matterhornbob","aapl: i keep thinking about how renaissance technologies thinks about an  ice cube melting in a glass of water   like aapl in the spx","24/01/2013 11:15","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137216,2.77276e+17,"iBankCoin4tw"," : $spy  $spx close above the 50 day average   ","08/12/2012 04:56","spy spx",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
375008,296361630130900992,"CobraMarketView","closing statement. $spy  $spx  $es_f ","29/01/2013 20:58:13","spy spx",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262606,2.90194e+17,"WallStJesus","   $spx cha cci  and  vix      ","12/01/2013 20:29","spx cha",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96934,2.73816e+17,"fordmw","this mkt wants to believe $spx","28/11/2012 15:51","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
248957,2.89852e+17,"tradefast","  equal weighted spx overweights small caps  and  has a few sector tilts   return differential was minimal in 2012","11/01/2013 21:52","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
146097,2.78196e+17,"abebut","bullish: the $spx market managed to survive the 20   in $aapl collapse without any significant technical damage. the money rotated to others","10/12/2012 17:54","null",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
3027,2.68755e+17,"swamptrade","bounce from here. if not would be ugly. $spx ","14/11/2012 16:40","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
262384,2.90192e+17,"TraderTG","a broad market view of spx ","12/01/2013 20:24","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
373103,296312619705438208,"Platjet1"," .  . spx. going higher rules of sam   ","29/01/2013 17:43:28","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
236459,2.89126e+17,"Vconomics","the next three months should be a roller coaster:  $spy $spx","09/01/2013 21:48","spy spx",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17432,2.69167e+17,"61point8","  watch $spx. we want 1335 ish.","15/11/2012 19:58","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
380578,296726824845733888,"bryanlehner","not to worry  market cheerleaders will be standing up to reaffirm every reason why we should head higher $spy $spx","30/01/2013 21:09:22","spy spx",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207902,2.87346e+17,"BigBadBearBull","  :   maybe on that $spx h and s but i ll counter w  this... ","04/01/2013 23:54","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
181543,2.80119e+17,"RobInvest1","big board stock contest  investors and traders wanted for bb stock contest  alert stocks 15   each week. $djia $spx","16/12/2012 01:15","djia spx",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20154,2.69514e+17,"armyguynyc","$spx if this 1361 1355 consolidation range holds today i ll add to my   $vxx","16/11/2012 18:55","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
279494,2.91197e+17,"tradingview","$spx chart by  :  spy chart from 17days ago.","15/01/2013 14:57","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
272744,2.90873e+17,"StoxxicOptions","does about 25k a week sound good  near the money index options $ndx $spx   . save some for taxes tho   or your f    and  ","14/01/2013 17:27","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82931,2.72712e+17,"forex_fx_","  :  notes. main problem was i lost sight of the higher timeframe charts. spx not qualified to close month below 1388  eurusd wkly bull flag","25/11/2012 14:42","null",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
423089,298457666412503040,"OptionRunners","$spx nearing last week s low around 1496.","04/02/2013 15:47:07","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102530,2.74244e+17,"takingstock614","still having difficulty around 1420 $spx","29/11/2012 20:11","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
312245,2.92637e+17,"Kcrimson714","  : barron s: felix zulauf:  it is difficult to time such things  but in the middle of the year  the markets will start to reverse  $spx $dax","19/01/2013 14:16","barron s",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
343547,2.93833e+17,"serfincoenlinea","cierre de mercado: $dow 0.46   $spx 0.44   $nasdaq 0.27  $igbc 0.29   $bmv 0.21   0.34  0.18   0.36 ","22/01/2013 21:29","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
402459,297460235373772800,"The__Craiger","$spx base case: upside to 1 526.  downside support at 1 491 should hold. this is on mar13 contract","01/02/2013 21:43:41","null",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
436717,298838467155197952,"ElliottForecast","free elliott wave webinar on wednesday  6th feb  20139:30 am est   2:30 pm gmt  $eurusd $usdx $spx $hg_f  $jpy link ","05/02/2013 17:00:17","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42716,2.70215e+17,"CINCYBOY1976","  : lets do a contest today for some spx football packs. rt this and tell me the total points scored in the chiefs game today. 1 prediction only","18/11/2012 17:20","spx football",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
432541,298591893107920896,"DarthTrader69","$spx $ust  alu9 5245328p ","05/02/2013 00:40:29","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
205800,2.87416e+17,"Ryknow16","$spx $spy it s this type of stuff that baffles me about investors... cycle is worn  value is not present    risk rtn long makes nil sense","05/01/2013 04:30","spx spy",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
121442,2.76421e+17,"dlevineMW","what do you think  make bad banks pay for financial literacy   via   $spx $dxy","05/12/2012 20:21","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
340390,2.93825e+17,"El_Mono1958","spx open space above","22/01/2013 20:57","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30425,2.69861e+17,"Lauren_lovvee","good luck to all spx volleyball today  :d","17/11/2012 17:52","null",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
