2.89921e+17,"kidsloveohyea","  : lady hoops seeking 18th straight win at home sat. against new mexico. and ex tulare star marquess wilson is going pro. spx  ","12/01/2013 02:24","null"
296334238117142528,"Brysapp","daily game plan   more highs    $dmnd $spx $vix","29/01/2013 19:09:22","null "
2.69641e+17,"bellalax26","  : spx will host second round of state playoffs after beating dawson co.  72 28.","17/11/2012 03:18","null"
2.70829e+17,"RedDogT3Live"," article says futures lower.  i would say in stride $spx","20/11/2012 09:59","null"
2.89822e+17,"MWellerFX","wow   the $spx has moved in a 4 point range from 1468 to 1472 so far today","11/01/2013 19:51","null"
2.92608e+17,"Suldog","  : tom mcclellan:  the pace of upward advance much slower than at the start of the year  typically results in meaningful price declines. $spx","19/01/2013 12:22","null"
2.73461e+17,"ElliottForecast","  : spx500 can be looking for either  1392 or 1376 as a extension higher  if those levels  give up  then will trade lower to 1328 or 1278 $spx","27/11/2012 16:20","null"
298537102516297728,"YW_MF","blah blah blah  very few of you were positioned for today s action.. too many flip floppers $spx","04/02/2013 21:02:46","null "
2.92215e+17,"thewavetrading","spx: follow up of the short term ewp ","18/01/2013 10:21","null"
2.90569e+17,"SpiderTrades","  : making a near term bearish call does not make you a bear. nothing perma about this market nor should a trader be. $spx $xlf","13/01/2013 21:20","null"
2.95655e+17,"bluser12","  : one way to look at $spx breadth is at levels last seen in mar  10.  ","27/01/2013 22:10","null"
2.87432e+17,"jrmcoleman","  : couple that w the secular tides theory  where the $ pulls the spx:rut out of the mud  and  you have momo a gogo v soon.","05/01/2013 05:34","null"
2.89114e+17,"TheMarketDaily","  : howard marks  latest memo on cycles in real estate  risk  and more  $oak $spx $xhb  awesome  ","09/01/2013 20:57","null"
2.87773e+17,"brainvario","  oh man yeah  spx is no. 1 on my list.","06/01/2013 04:09","null"
2.8726e+17,"biggalaxy","have in mind that $spx is still awaiting its 13th sell countdown exhaustion bar  above 1475. needs just one.","04/01/2013 18:10","null"
2.7267e+17,"forex_fx_","  : homework almost done need to focus spx dax now.  done 4 next week gbpusd  eurcad  gbpnzd audgbp audusd we have solid ideas","25/11/2012 11:56","null"
2.9412e+17,"DownsideHedge","with 1492 on $spx being the most anticipated correction call in history  shouldn t the market go higher ","23/01/2013 16:29","null"
2.92388e+17,"Angry_Saguaro","  : nate s case breaks: 2007 upper deck mixer   spx   sweet spot sigs   future stars ","18/01/2013 21:47","null"
296349922213625856,"ErikFridman","  let s squeeze killer for trying to call a top. and being cocky enough to say today is the high in $spx even if he s right","29/01/2013 20:11:42","null "
2.86742e+17,"joannekhtf","  : controversial interview exposes 5 signs stocks will collapse in 2013  $spy $spx $dia  $tvix $vix","03/01/2013 07:54","null"
2.92675e+17,"TheJoshJamison","  : spx vs. sth basketball gamesth 7:30     ","19/01/2013 16:47","null"
2.692e+17,"daytrend","  2 months since the spx high so she buys puts  sorry u weren t following what i had just said","15/11/2012 22:07","null"
2.87371e+17,"toptick12","  :   spx 1475 last resistance b4 we drag bears to heaven.  my suspicion is we stay sideways for just a little longer.","05/01/2013 01:30","null"
2.68818e+17,"KarlvanKan","had a super day until i changed my bias long at convergence with daily 50  spx. what a clock cleaner  not good enough for this mkt.","14/11/2012 20:47","null"
2.95999e+17,"BUDDIEE18","  : february 18th also watch for reversal with financials. $spx markets very bullish february.","28/01/2013 20:57","null"
2.70291e+17,"KeySpeculator","$spx  and moving averages for the week of 11 19 12.  ","18/11/2012 22:21","null"
296995846325678080,"Invest_ET","breadth doesn t matter to the big three. they got this  $spx $spy $djia","31/01/2013 14:58:22","null "
2.89245e+17,"Mandy_Mae_","fucking anchor and spx intern come cam op moved the fucking fill light on the spx set... and now there are 2 key lights... and...","10/01/2013 05:37","null"
2.78971e+17,"CurrenciesNews","new york  reuters    industrial machinery maker spx corp  has outbid private equity firms c...  ","12/12/2012 21:14","null"
2.78267e+17,"clusternz","caroline spx thank you letter: dear mrs wright  i am from saint pius x school and my name is caroline i am in ro... ","10/12/2012 22:38","null"
2.72646e+17,"rezaakasu","hamas gov t spx  taher nuno announces the amnesty for all of fatah members involved in internal division issues","25/11/2012 10:19","null"
2.9046e+17,"ajfannin","twin on twin competition this morning...skyline hitters vs spx hitters     ","13/01/2013 14:07","null"
2.9414e+17,"WallStJesus","    : me and my homegirl   on the  new secular bull  meme   $spy $spx","23/01/2013 17:49","null"
2.82327e+17,"HeatherHolguin","  spx quote   s and and p 500 index   bloomberg index performance for s and and p 500 index  spx  including value  char ","22/12/2012 03:30","null"
2.90913e+17,"Ancient_Warrior","so.. if we do default is that when we get $spx 3 000   ","14/01/2013 20:05","null"
2.94147e+17,"CobraMarketView","wild est est est guess for fun. $spy  $spx  $es_f ","23/01/2013 18:16","null"
2.73514e+17,"Vin_Noto","since my fav are 7  and  4 can we do $spx 1 407 again  please      ","27/11/2012 19:48","null"
2.89502e+17,"DarthTrader69","$spx time for a pullback imo        ","10/01/2013 22:42","null"
298865667237625856,"NatalieMazzetta","the most perfect post run  and  spx fuel. thanks       ","05/02/2013 18:48:22","null "
299560365371580416,"BAMinvestor","$spx mini crash fractal intact and the first real test comes into 10:45pst today.  $vix target remains 19 23 this wk. we remain 200  short","07/02/2013 16:48:51","null "
2.87478e+17,"BigBadBearBull","  : moar candles   $spx $spy ","05/01/2013 08:37","null"
2.92457e+17,"BrianaSantiago","everyone better be at the spx vs. sth basketball game tomorrow night  ","19/01/2013 02:22","null"
