277000000000000000,"GrandSupercycle","$usdjpy daily chart overdue retracement still expected    ","07/12/2012 12:46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299535000000000000,"pentafinance","closed sell $usdjpy 90.651 for  222.4 pips  total for today  222.4 pips","07/02/2013 15:08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
279000000000000000,"FXTraderUpdates","   long future entry for the whole number pivot points is setting up. $usdjpy ","13/12/2012 21:05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
303504000000000000,"ForexNewsMole","mid day report: sterling weakened on weale comments  yen loss limited $usdjpy ","18/02/2013 14:01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275000000000000000,"FXTraderUpdates","   sho future entry for the whole number pivot points is setting up. $usdjpy ","03/12/2012 05:06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
299911000000000000,"ForexNewsMole","usd jpy  and    yen fights back against dollar $usdjpy ","08/02/2013 16:02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296619000000000000,"FXTraderUpdates","   $usdjpy sentiment bearish based on analysis of 261 articles and reports. visit  ","30/01/2013 14:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-1
289000000000000000,"Adam_Tang","$usdjpy .... still new highs","10/01/2013 21:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299780000000000000,"Schoeffer18","closed sell 0.03 lots $usdjpy 93.12 for  1.0 pips  total for today  10.0 pips","08/02/2013 07:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
296816000000000000,"FXTraderUpdates","   $usdjpy sentiment bearish based on analysis of 102 articles and reports. visit  ","31/01/2013 03:02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-1
289000000000000000,"EliezerTavares1","usdjpy three inside down hourly chart ","10/01/2013 15:31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294000000000000000,"FXTraderUpdates","   sho future entry for the elder triple screen trading system is setting up. $usdjpy ","22/01/2013 13:06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
297079000000000000,"pepperScal","closed buy 0.02 lots usdjpy 90.95 for  43.0 pips  total for today  144.5 pips  rsiscal","31/01/2013 20:26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,-1
273000000000000000,"GlennWalck","  : expecting $usdjpy support at 8171 84","26/11/2012 02:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
287000000000000000,"altilos78","forex analysis: japanese yen tumbles   good time to buy usdjpy   ","04/01/2013 01:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
303416000000000000,"ElliottForecast","members: sunday webinar recording is available for review on the website $spx $ibex $eurusd $usdx $usdjpy $audjpy $$","18/02/2013 08:09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7e+17,"Schoeffer18","closed sell 0.02 lots $usdjpy 81.0 for  24.0 pips  total for today  24.0 pips","19/11/2012 04:25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
271000000000000000,"AtlasMarket","forex   usd jpy hits 7 month high on building japanese easing talk   forex pros  $usdjpy","21/11/2012 01:55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287000000000000000,"HedgeHouseKwt","$usdjpy how high is high ...   ","05/01/2013 06:46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296000000000000000,"Masa015","closed sell 0.1 lots $usdjpy 90.66 for  7.0 pips  total for today  68.0 pips","29/01/2013 01:26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
284000000000000000,"LinkersNYC","forex: forex news: yen continues decline as abe sworn in as japan pm: european session update: usdjpy sets a new... ","26/12/2012 13:40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292000000000000000,"lucahk","closed sell 0.25 lots usdjpy 88.502 for  5.1 pips  total for today  16.2 pips","17/01/2013 05:59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
297063000000000000,"DenisODonoghue1","usdjpy had made 12 up 1hr candlesticks in the last 13hrs  relentless","31/01/2013 19:26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291000000000000000,"FXTraderUpdates","   $usdjpy sentiment bearish based on analysis of 142 articles and reports. visit  ","14/01/2013 20:38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,-1
