"years resistance",55
"fell lowest",55
"fx japanese",55
"level low",55
"low a",55
"confidence report",55
"lower weak",55
"weak confidence",55
"regained bullish",55
"reversal target",55
"long target",55
"fxstreetreports daily",55
"back mid",55
"by deephalf",55
"short days",55
"commentary crude",55
"continues retracing",55
"crude oil",55
"lower nd",55
"nd january",55
"oil uptrend",55
"retracing lower",55
"implications fxy",56
"fxe es",56
"fundamentals move",56
"starting show",56
"correct ge",56
"resumed medium",56
"weakness resumed",56
"sharp sell",56
"inverted h",56
"fresh month",56
"bullish trend",56
"support zone",56
"japan election",57
"back long",57
"solid buy",57
"freight train",57
"short eurjpy",57
"audjpy nzdjpy",57
"a f",57
"bought sl",57
"video analysis",57
"f eurgbp",57
"pair holding",57
"charts updated",57
"breaks mark",58
"provide resistance",58
"unintended consequences",58
"month end",58
"disappointment boj",58
"room disappointment",58
"interest risk",58
"risk tightened",58
"crdoba recent",58
"securities crdoba",58
"jpy lower",58
"daily tech",58
"futures daily",58
"sharply dolla",58
"ahead btmu",58
"ocbc bank",58
"expecting pair",58
"head shoulder",58
"high net",58
"daily sell",59
"exceed prior",59
"support holds",59
"jpy shorts",59
"surges find",59
"ahead fed",59
"open long",59
"analysis february",59
"topix futures",59
"live performance",59
"lots visit",59
"robot opened",59
"visit live",59
"f cl",59
"indicator ninjatrader",59
"low indicator",59
"support global",59
"watch monday",60
"robot closed",60
"unbiased review",60
"visit unbiased",60
"nov nov",60
"nov outlook",60
"japanese exports",60
"f fxe",60
"stop dailyfx",60
"price broke",60
"loss gmt",60
"check members",60
"curious signing",60
"members service",60
"service es",60
"signing check",60
"back short",60
"trucker cap",60
"short dailyfx",60
"forecast december",60
"market wrap",60
"endedly pct",60
"pct inflation",60
"european session",60
"gbpjpy cadjpy",61
"bearish future",61
"bullish long",61
"future latest",61
"latest pool",61
"th february",61
"flash focus",61
"cha harmonic",61
"eurjpy cha",61
"thoughts week",61
"wave thoughts",61
"moved stop",61
"jap yen",61
"flag implications",62
"newsletter e",62
"confidence rose",62
"rose rallied",62
"momentum yesterday",62
"correction time",62
"minimum pip",62
"rsi shot",62
"shot ve",62
"time instances",62
"ve minimum",62
"audjpy usdx",62
"eur cl",62
"published website",62
"website eur",62
"societe generale",62
"hold short",62
"michigan confidence",63
"u michigan",63
"q gdp",63
"update usd",63
"balance equity",63
"usdjpy balance",63
"system positions",63
"week fx",63
"asset buys",63
"buys open",63
"dives fx",63
"ended yen",63
"goal make",63
"make asset",63
"yen dives",63
"forecast february",63
"resistance strong",63
"updated york",63
"york session",63
"yen continues",63
"european london",64
"london market",64
"news japanese",64
"eurjpy high",64
"corrective weakness",64
"vantage fx",64
"assets open",64
"boj mull",64
"buy assets",64
"foreseen sources",64
"inflation foreseen",64
"mull pledging",64
"open endedly",64
"pledging buy",64
"fresh highs",64
"playing wedge",64
"sell bounce",64
"pressure upside",64
"analysis december",64
"bets back",65
"reversed eur",65
"speculators reversed",65
"inspire reversals",65
"resistance inspire",65
"highest level",65
"japan elections",65
"gbp jpy",65
"close higher",65
"higher weeks",65
"set close",65
"weeks counting",65
"jpy interest",65
"bullish momentum",65
"yen fell",65
"resistance commerzbank",65
"wave count",65
"unemployment rate",65
"central bank",65
"sur usdjpy",65
"lt href",66
"outlook lt",66
"post bull",66
"japan swings",66
"planning japan",66
"holds bullish",66
"crosses resistance",66
"half high",66
"year half",66
"fallout boj",66
"focus fallout",66
"ticket sell",66
"debt ceiling",66
"abe lights",66
"lights fuse",66
"end quarter",66
"expected fall",66
"faith expected",66
"quarter remain",66
"remain mark",66
"f dax",66
"big dips",66
"dips sell",66
"resistance focus",66
"moderate minor",66
"ago short",66
"net long",67
"buying opportunity",67
"april high",67
"high eurjpy",67
"report extends",67
"ldp win",67
"lowest level",67
"weakest level",67
"yen weakest",67
"currencies forecast",67
"cds primary",67
"driver recently",67
"japanese cds",67
"late tweeting",67
"primary driver",67
"recently soz",67
"sg japanese",67
"soz late",67
"tweeting interesting",67
"time weekly",67
"minor minor",67
"buy profit",68
"fall end",68
"neutral u",68
"u jobless",68
"flow nomura",68
"past weeks",68
"adp employment",68
"beats estimates",68
"change beats",68
"employment change",68
"estimates january",68
"year lows",68
"ended corrective",68
"upside ended",68
"march high",68
"buy order",68
"included charts",69
"policy decision",69
"asset management",69
"bk asset",69
"analysis buy",69
"buy big",69
"short clear",69
"term bullish",70
"blog post",70
"budget planning",70
"concrete budget",70
"free newsletter",70
"closed long",70
"bigger structural",70
"risk bigger",70
"structural flow",70
"upside risk",70
"bofa merrill",70
"st january",70
"adopts inflation",70
"short yen",70
"algos algos",70
"correlation algos",70
"rip correlation",70
"eases back",70
"sentiment index",70
"speculative sentiment",70
"previous support",71
"clear dailyfx",71
"target reaction",71
"profit target",71
"profit gmt",71
"f audjpy",71
"low ninjatrader",71
"high resistance",72
"jpy practially",72
"practially unchanged",72
"short positions",72
"early feb",72
"short full",72
"inflation goal",72
"early losses",72
"rises time",72
"lots demo",72
"trend shift",72
"risk correction",72
"fxstreetreports uptrend",72
"long stop",72
"atteinte sur",72
"term bearish",73
"boj westpac",73
"sell loss",73
"find week",73
"surges drifts",73
"extend elliott",73
"lower german",73
"term high",73
"yen strength",74
"area daily",74
"taking break",74
"japan adopts",74
"ears market",74
"eyes ears",74
"james shelton",74
"market james",74
"shelton squawk",74
"squawk eurgbp",74
"consolidating trend",74
"trend commerzbank",74
"lots wallstreetforexrobot",74
"days ago",74
"audcad scalps",75
"scalps play",75
"recent move",75
"abe ldp",75
"consecutive weeks",75
"resistance moderate",75
"tight stop",76
"eurjpy euraud",76
"weakness continue",76
"idea international",76
"outlook idea",76
"area potential",76
"open ended",76
"highest record",76
"rsi highest",76
"mid term",76
"cliff oecd",76
"oecd warning",76
"warning weigh",76
"warning c",77
"assuming yen",77
"eur imho",77
"weakens eur",77
"worth long",77
"time years",77
"ideas waiting",77
"boj policy",77
"back net",78
"corner unable",78
"unable exceed",78
"imho worth",78
"week row",78
"icmkts mam",78
"lots icmkts",78
"potential support",78
"jpy pairs",78
"week january",78
"clients usdx",78
"current account",79
"slides year",79
"engulfing hour",79
