trades,channel,1
triangle,strategy,1
loss099078,period,1
usdcad099329,stop,1
usdcad,rizzyullah,1
gbpjpy,amp,1
dust,settled,1
ditto,long,1
webinar,eye,1
sell,usdcad099155,1
cont,c5,1
high,canadian,1
aud,faring,1
short,cadjpy,1
butterfly,crab,1
strong,move,1
probably,greatest,1
entry,10pips,1
messy,played,1
entry,awaits,1
potential,bat,1
outperform,v,1
short099,pm,1
north,good,1
higher,declining,1
sell,usdcad09941,1
nicely,post,1
mk,b2,1
soundtrack,para,1
range,frustration,1
gains,support,1
easy,trading,1
zone,interesting,1
opening,nasdaq,1
breakeven,stop,1
usdcad,remember,1
lows,taking,1
money,nzdusd,1
perfecting,240m,1
calculator,batteries,1
dilemma,decid,1
plan,add,1
ascending,channel,1
downside,press,1
stuck,profit,1
potential,big,1
save,ish,1
buy,usdcad103,1
leave,analysis,1
support,b,1
aggresive,worth,1
face,rising,1
bellow,parity,1
anticipated,approaching,1
leading,indi,1
pip,close,1
sell,usdcad098520,1
position,full,1
stop,loss100376,1
fed,mtg,1
top,divergence,1
empire,9k,1
on,moment,1
zi,usdcad,1
vols,rise,1
loss,long,1
full,wait,1
close,dec,1
continued,announcement,1
bids,thicker,1
pattern,shows,1
market,wary,1
good,long,1
cusp,major,1
jones,usdcad,1
accumulation,h,1
missed,setups,1
rge,roubini,1
risk,appetite,1
level,beginning,1
hitting,early,1
sma,metals,1
exposes,res,1
sees,convergence,1
left,rates,1
whole,watching,1
stop,buy,1
canadian,usd,1
rally,ct,1
usdcad,addition,1
early,usdcad,1
t,budge,1
line,oanda,1
yesterday,bank,1
week,good,1
spells,dis,1
stop,loss09961,1
data,d6,1
gains,bank,1
support,15830ish,1
posts,strong,1
lots,usdcad100470,1
mo,pot,1
hesitant,position,1
hours,gut,1
carney,leave,1
usdcad,rebuffed,1
point,average,1
bullets,lol,1
usdcad,federicopeluso,1
usdcad09959,ou,1
important,usdcad,1
cad,oecd,1
majors,cot,1
generale,usdcad,1
4days,sitting,1
due,lack,1
usdcad,uh,1
long,usdcad10028,1
measured,move,1
magic,usdcad,1
pair,bullish,1
usdcad,short09969,1
based,h4,1
buy,breakout,1
hour,bearish,1
downtrend,forexrazor,1
prev,592k,1
reserve,currencies,1
move,wj,1
usdcad,fighting,1
possess,h1,1
usd,parity,1
bigger,time,1
pairs,forward,1
sold,usdcad99475,1
poor,ism,1
usdcad,pulling,1
high,momentum,1
stop,loss099300,1
small,long,1
order,revisit,1
coming,back,1
knock,down,1
december,q1,1
usdcad,opened099582,1
eurcad,cad,1
lt,h,1
softer,boc,1
morning,wow,1
videos,week,1
responsible,time,1
crude,oil,1
mo,rising,1
lots,usdcad09919,1
it,eurcad,1
zulutradepnl,visit,1
close,higher,1
des,options,1
bought,yesterday,1
usdcad098836,stop,1
200day,ma9984,1
sitting,oil,1
stopped,entry,1
jan,working,1
important,resistance,1
repeating,double,1
pips,sterling,1
realistic,outlook,1
eurjpy,target,1
hacia,scotiabank,1
stop,loss099516,1
loss100560,period,1
pipes,didnt,1
support,channel,1
audjpy,sold,1
confluence,res,1
amp,fell,1
holiday,oanda,1
sleep,ewus,1
strong,cl,1
stuck,home,1
