304011409145073664,"wallygatorek","closed sell usdchf 0.9229 for  4.0 pips  total for today  12.9 pips","19/02/2013 23:35:42",1
304009248210300928,"MakeFxMoney","closed sell limit $usdchf 0.931 for 0.0 pips  total for today  113.7 pips","19/02/2013 23:27:07",0
304009220435636224,"MakeFxMoney","closed sell limit $usdchf 0.9325 for 0.0 pips  total for today  113.7 pips","19/02/2013 23:27:01",0
304009202400112640,"MakeFxMoney","closed sell limit $usdchf 0.933 for 0.0 pips  total for today  113.7 pips","19/02/2013 23:26:56",0
304027266617323520,"afx1991","closed buy 0.01 lots usdchf 0.9249 for  4.5 pips  total for today  4.5 pips","20/02/2013 00:38:43",-1
304027258039980032,"afx1991","closed buy 0.01 lots usdchf 0.92225 for  22.1 pips  total for today  22.1 pips","20/02/2013 00:38:41",-1
304026479472283648,"FXLupus","closed buy 0.02 lots usdchf 0.92309 for  21.7 pips  total for today  7.2 pips","20/02/2013 00:35:35",-1
304025717602148352,"facepips","closed buy $usdchf 0.9239 for  25.0 pips  total for today  25.0 pips  ","20/02/2013 00:32:34",-1
304021363910377472,"Fibarchie","all the latest setups and signals  $es $cl_f $eurusd $gbpusd $audusd $usdjpy $usdchf $gc_f $si_f","20/02/2013 00:15:16",0
304036205253758976,"Pammbefektetes","closed sell stop 0.03 lots usdchf 0.9154 for 0.0 pips  total for today  59.0 pips","20/02/2013 01:14:14",1
304036155026980864,"Pammbefektetes","closed buy 0.01 lots usdchf 0.925 for  52.0 pips  total for today  13.0 pips","20/02/2013 01:14:02",-1
304035583934726144,"vontogr","closed sell 0.01 lots xmeter usdchf 0.9219 for  19.9 pips  total for today  75.7 pips","20/02/2013 01:11:46",1
304035572203286528,"vontogr","closed sell 0.01 lots xmeter usdchf 0.91887 for  10.4 pips  total for today  55.8 pips","20/02/2013 01:11:43",1
304034760634814464,"SniperForex2013","closed sell 0.1 lots usdchf 0.9225 for  15.0 pips  total for today  30.0 pips","20/02/2013 01:08:30",1
304034711813095424,"CloudTradingSig","closed buy 0.1 lots $usdchf 0.92213 for  12.1 pips  total for today  55.5 pips","20/02/2013 01:08:18",-1
304039304873795584,"DanielHusseyJr","coming soon to the algo alerts: $es_f   $cl_f   $usdchf   and $zn_f   that s right  futures","20/02/2013 01:26:33",0
304051315007426560,"MatthewCons1","closed buy 0.02 lots usdchf 0.91889 for  21.4 pips  total for today  6.1 pips","20/02/2013 02:14:17",-1
304051303972225024,"MatthewCons1","closed buy 0.02 lots usdchf 0.92257 for  15.3 pips  total for today  15.3 pips","20/02/2013 02:14:14",-1
304048643160305664,"miforexsignals","closed buy 0.2 lots usdchf 0.92252 for  16.8 pips  total for today  16.8 pips","20/02/2013 02:03:40",-1
304045987360555008,"HarmonicEwave","$usdchf   harmonic elliott wave: daily forecast for usdchf ","20/02/2013 01:53:06",0
304057796251504640,"MT4inews","usdchf possible resistance around 0.9210","20/02/2013 02:40:02",0
304095214103035904,"fxchess","closed buy 0.04 lots usdchf 0.91923 for  5.5 pips  total for today  5.5 pips","20/02/2013 05:08:43",-1
304086791248551936,"MT4inews","usdchf possible support around 0.9210","20/02/2013 04:35:15",0
