2.74E+17,massimarafx,closed sell stop usdchf 0.9295 for 0.0 pips  total for today  102.3 pips,28/11/2012 15:11,1
2.90E+17,ForexMistress,  special focus: usdchf  week ahead  ,12/01/2013 17:46,0
3.03408E+17,FXstreetNews, : $usdchf at friday s highs ,18/02/2013 07:36,1
2.76E+17,MarkPropTrades,closed buy $usdchf 0.92636 for  25.0 pips  total for today  24985.2 pips,05/12/2012 12:13,-1
2.79E+17,LucaRaffo,  :: $usdchf at 0.9265 ahead of snb ,13/12/2012 07:45,0
2.71E+17,MarkPropTrades,closed buy $usdchf 0.93998 for  25.1 pips  total for today  107.7 pips,19/11/2012 22:30,-1
2.71E+17,FXTraderUpdates,   sho entry for the floor trader pivot point is setting up. $usdchf. ,20/11/2012 07:06,-1
2.72E+17,MT4inews,usdchf possible resistance around 0.9355,22/11/2012 20:45,1
2.69E+17,MT4inews,usdchf possible support around 0.9445,14/11/2012 20:55,-1
2.98152E+17,Forex_Real_News,:   usdchf breaks beneath support channel line which opens door for further weakness,03/02/2013 19:32,-1
2.79E+17,idprofit,closed buy limit usdchf 0.9292 for 0.0 pips  total for today  29.0 pips,12/12/2012 12:27,-1
2.99339E+17,VictoryFutures,usdchf daily trading strategy   07 feb 2013  ,07/02/2013 02:09,0
2.9844E+17,smartforexfunds,closed buy $usdchf 0.9106 for  1.9 pips  total for today  259.8 pips,04/02/2013 14:38,-1
2.78E+17,MarkPropTrades,closed buy $usdchf 0.95497 for  214.9 pips  total for today  3111.6 pips,10/12/2012 22:29,-1
2.97672E+17,insidefutures,usdchf  sells off  bearishness set to extend.: usdchf: with the pair turning lower and holding below its broken ... ,02/02/2013 11:46,-1
2.9726E+17,TrendFin,turtle model: usdjpy continues into stratosphere  short usdchf ,01/02/2013 08:26,-1
2.87E+17,JamesJudes,gbpusd: buy at 1.6015  targeting 1.6260  stop at 1.5935. usdchf: stopped out and reversed long through .9210 for .9415  stop at .9174.,04/01/2013 07:45,1
2.71E+17,ForexcomUK2_oce,closed sell $usdchf 0.9458 for  31.0 pips  total for today  31.0 pips,19/11/2012 14:50,1
2.97375E+17,ys2868,closed sell 0.5 lots usdchf 0.90398 for  10.0 pips  total for today  183.5 pips,01/02/2013 16:03,1
2.98461E+17,KaufmanPartners,closed buy usdchf 0.91018 for  1.5 pips  total for today  271.0 pips,04/02/2013 16:02,-1
2.96638E+17,FXLupus,closed sell 0.01 lots usdchf 0.91404 for  5.0 pips  total for today  10.0 pips,30/01/2013 15:16,1
2.92E+17,Fibarchie,hot off the press v2.7 back tests for alpari us. $audjpy $eurusd $gbpusd $nzdjpy $usdjpy $cadjpy $usdchf $audusd ,17/01/2013 15:59,0
2.78E+17,aly_akbar98,closed sell 0.01 lots $usdchf 0.9337 for  20.0 pips  total for today  20.0 pips,11/12/2012 08:05,1
2.70E+17,XHGINVESTMENT,still holding a buy position in usdchf,17/11/2012 08:14,1
2.72E+17,Pipstealer_,$usdchf 50 s played out already would be an addon only for me  if i was even in it... ,22/11/2012 08:59,0
2.77E+17,PSYCHOMOTEUR,  : flash: $usdchf rebounding from support at 0.9240 15   commerzbank ,07/12/2012 09:06,0
2.76E+17,forex_fx_,  : usdchf bearish engulfing hourly chart: gbpusd bullish engulfing hourly chart resistance: 1.6104 minor support: 1... ,03/12/2012 19:52,-1
2.71E+17,forextralead,  tracking the eur usd  gbp usd  audusd  usdchf pairs: it looks like the price is sto... ,20/11/2012 11:27,0
2.78E+17,fxinstructor,usdchf daily forecast: december 10: usdchf forecast the usdchf had a bullish momentum last week topped at 0.9381. my  ,10/12/2012 06:57,1
2.69E+17,FXstreetReports,usdchf three outside down hourly chart ,15/11/2012 10:59,0
2.94E+17,FXstreetNews, : $usdchf below 0.9300  held by 0.9276 low ,22/01/2013 12:50,-1
2.92E+17,s2softpronews,usdchf daily forecast: january 17: usdchf forecast the usdchf was indecisive yesterday. the bias is neutral in n... ,17/01/2013 10:35,0
2.97307E+17,MT4inews,usdchf large downward move. currently 0.9037,01/02/2013 11:35,-1
2.74E+17,etrader4life,usdchf back to the stance of lower low ,30/11/2012 07:14,-1
2.72E+17,MT4inews,usdchf possible resistance around 0.9350,23/11/2012 04:00,1
2.97028E+17,idamanah,usdchf: downside:  overview:   usd chf is trading in lower range. the rate is undermined by weaker usd sentiment... ,31/01/2013 17:07,-1
2.82E+17,valuutta,closed buy 0.09 lots usdchf 0.91017 for  16.9 pips  total for today  85.0 pips,20/12/2012 16:04,-1
2.79E+17,MT4inews,usdchf sentiment up by 15  in 5 minutes. currently 72  long. ,11/12/2012 23:41,1
2.78E+17,gatramega,usdchf bid:0.9350 ask:0.9353 high:0.9357 low:0.9320 time:10:29 ,11/12/2012 08:30,0
2.98991E+17,fxcompanyreview,the brief harmonic daily forecaster   usdchf ,06/02/2013 03:06,0
2.96336E+17,iforexHub,learn forex: the building blocks of scalping forex: the usdchf has changed direction in the second half of january trading. traders w...,29/01/2013 19:17,0
2.92E+17,fudinisme,usdchf: upside:    overview:   usdchf is trading in higher ranges. the upward movement is supported by strong us... ,18/01/2013 13:00,1
2.99437E+17,MT4inews,usdchf large downward move. currently 0.9073,07/02/2013 08:38,-1
3.00713E+17,ForexClubMember,closed sell usdchf 0.91746 for  27.1 pips  total for today  81.0 pips,10/02/2013 21:10,1
2.70E+17,SymbiosisFXFB2,usdchf sho entry for elder triple screen trading system ,16/11/2012 20:36,-1
3.02083E+17,Nus_signals,  nus belt signal usdchf:   1 order buy limit   0.9166 tp  0.9172  2 order buy limi   0.9166 tp  12 30pips.,14/02/2013 15:54,1
2.79E+17,MT4inews,usdchf possible support around 0.9320,12/12/2012 00:55,-1
