274000000000000000,"massimarafx","closed sell stop usdchf 0.9295 for 0.0 pips  total for today  102.3 pips","28/11/2012 15:11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2.9e+17,"ForexMistress","  special focus: usdchf  week ahead  ","12/01/2013 17:46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303408000000000000,"FXstreetNews"," : $usdchf at friday s highs ","18/02/2013 07:36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276000000000000000,"MarkPropTrades","closed buy $usdchf 0.92636 for  25.0 pips  total for today  24985.2 pips","05/12/2012 12:13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-1
279000000000000000,"LucaRaffo","  :: $usdchf at 0.9265 ahead of snb ","13/12/2012 07:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271000000000000000,"MarkPropTrades","closed buy $usdchf 0.93998 for  25.1 pips  total for today  107.7 pips","19/11/2012 22:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-1
271000000000000000,"FXTraderUpdates","   sho entry for the floor trader pivot point is setting up. $usdchf. ","20/11/2012 07:06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
272000000000000000,"MT4inews","usdchf possible resistance around 0.9355","22/11/2012 20:45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269000000000000000,"MT4inews","usdchf possible support around 0.9445","14/11/2012 20:55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
298152000000000000,"Forex_Real_News",":   usdchf breaks beneath support channel line which opens door for further weakness","03/02/2013 19:32",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
279000000000000000,"idprofit","closed buy limit usdchf 0.9292 for 0.0 pips  total for today  29.0 pips","12/12/2012 12:27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-1
299339000000000000,"VictoryFutures","usdchf daily trading strategy   07 feb 2013  ","07/02/2013 02:09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298440000000000000,"smartforexfunds","closed buy $usdchf 0.9106 for  1.9 pips  total for today  259.8 pips","04/02/2013 14:38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-1
278000000000000000,"MarkPropTrades","closed buy $usdchf 0.95497 for  214.9 pips  total for today  3111.6 pips","10/12/2012 22:29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-1
