302205000000000000,"bobeforex","closed buy 0.85 lots $usdchf 0.92266 for  4.8 pips  total for today  55.7 pips","14/02/2013 23:55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,-1
2.9e+17,"MT4inews","usdchf possible resistance around 0.9125","11/01/2013 16:30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292000000000000000,"yuwonowhy"," : $usdchf tests 0.9310 for support and rebounds ","18/01/2013 13:54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289000000000000000,"fxopenfo","  technical: usdchf daily forecast: january 09: usdchf forecast the usdchf didn t make  ","09/01/2013 08:05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276000000000000000,"Ali245Au","  : fxstreetreports: usdchf bearish engulfing hourly chart  ","03/12/2012 17:01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
283000000000000000,"MT4inews","usdchf sentiment down by 17  in 6 minutes. currently 83  long. ","25/12/2012 05:22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
279000000000000000,"idprofit","closed buy limit usdchf 0.9262 for 0.0 pips  total for today  29.0 pips","12/12/2012 12:43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
294000000000000000,"swissjohnny","  : $usdchf ultimate swing high low  ","23/01/2013 07:41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294000000000000000,"alfismuimui","usdchf recovery on the hook ","24/01/2013 10:13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298810000000000000,"4xtr8r","sell order closed on $usdchf for  14.8 pips at 0.90889. ","05/02/2013 15:07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
