262705308424630272,usdjpy possible resistance around 79.65,00:00:01
262705315856924673,    extends losses on fears of greek impasse   http:  t.co fbfo9v3c,00:00:02
262705351508500481,we just opened another sell order in ,00:00:11
262705351508516864,we just closed a buy order in  for  11.7 pips ,00:00:11
262705593033293825,closed buy 0.01 lots 79.608 for 0.0 pips  total for today  35.5 pips x428,00:01:08
262705598393630720,andrew robinson   analyst $usdjpy has a habit of never quite getting to the targets immediately,00:01:10
262705741926907905,game maker set  and  forget forex trading system by james de wet for eur usd and usd chf pairs   http:  t.co gfd48r0u,00:01:44
262705744477032450,forex flash: usd jpy return above 80.00  unlikely  if boj disappoints tomorrow   bnz: http:  t.co 6zf4o8ej  san f... http:  t.co 9qy6s36f,00:01:44
262706074270986241,permabears are commonly perceived as being smarter than everyone else. but they ve missed out on all gains since spx 666 in 2009,00:03:03
262706149382565889,forex: usd jpy bid above 78.50  boj decision eyed http:  t.co i5xvtbdy,00:03:21
262706175433375747,forex flash: usd jpy return above 80.00  unlikely  if boj disappoints tomorrow   bnz http:  t.co 1xaem1lh,00:03:27
262706180105842688,  : game maker set  and  forget forex trading system by james de wet for eur usd and usd chf pairs   http:  t.co gfd48r0u,00:03:28
262706180302983169,  : forex   gbp usd weekly outlook: october 29   november 2 http:  t.co bmapzlvz,00:03:28
262706182504980480,  : we just closed a buy order in  for  11.7 pips ,00:03:29
262706182978957312,  : forex   gbp usd weekly outlook: october 29   november 2: forex   gbp usd weekly outlook: october 29   november 2...    http:  t.co 2oeaxscq,00:03:29
262706184740564992,  : we just opened another sell order in ,00:03:29
262706185633947648,  : forex   gbp usd weekly outlook: october 29   november 2: forex   gbp usd weekly outlook: october 29   november 2... http:  t.co ynj3pgau,00:03:30
262706188477673472,  : forex   gbp usd weekly outlook: october 29   november 2 http:  t.co f0hswdsj,00:03:30
262706189165535233,  :   extends losses on fears of greek impasse   http:  t.co fbfo9v3c,00:03:30
262706192105738240,  : eurusd: consolidating with upside bias. http:  t.co x6nd3qlp,00:03:31
262706212905291777,forex: eur usd off to quiet start  u.s. braces for  frankenstorm    nasdaq http:  t.co ppyl3aw2,00:03:36
262706382632013824,closed sell stop 0.16 lots eurusd 1.28796 for 0.0 pips  total for today 0.0 pips,00:04:17
262706447337537537,  forex   eur usd extends losses on fears of greek impasse   forex pros: forex   eur usd extends losses on... http:  t.co xztmxeck,00:04:32
262706452622352385,closed sell 0.1 lots eurusd 1.3454 for  61.0 pips  total for today  155.0 pips,00:04:33
262706452928552960,closed buy stoch gbpusd 1.60868 for  2.0 pips  total for today  32.2 pips,00:04:33
262706488387198976,closed buy stop 0.02 lots eurusd 1.29573 for 0.0 pips  total for today 0.0 pips,00:04:42
262706588345851904,closed buy aaafx gbpusd 1.60871 for  2.6 pips  total for today  33.6 pips,00:05:06
262706650090192896,h1 alert triggered: gbpusd .60865.  0 pips from mpext.,00:05:20
262706659493834752,closed sell stop 0.27 lots eurusd 1.28796 for 0.0 pips  total for today 0.0 pips,00:05:23
262706897843523584,closed sell eurusd 1.29209 for  2.4 pips  total for today  13.4 pips,00:06:19
262707092262096896,closed sell 0.01 lots $gbpusd 1.61001 for  10.5 pips  total for today  10.5 pips,00:07:06
262707111845310464,andre gratian s market turning points update report at http:  t.co jwkoautq incl,00:07:10
262707212101763072,i see weakness leaking from sector to sector  i would limit positions or stay out until confirmed uptrend  lots of broken charts $spx,00:07:34
262707597029810176,closed buy $eurusd 1.29438 for  12.1 pips  total for today  12.1 pips,00:09:06
262708012928610304,forex: usd jpy bid above 78.50  boj decision eyed: http:  t.co m4hatx1n  san francisco    the usd jpy she... http:  t.co imejf69i,00:10:45
262708014199484416,forex flash: usd jpy return above 80.00  unlikely  if boj disappoints tomorrow   bnz: fxstreet.co... http:  t.co wel7zlr0,00:10:46
262708081580982273,  : closed buy $eurusd 1.29438 for  12.1 pips  total for today  12.1 pips,00:11:02
262708087968894977,  : andre gratian s market turning points update report at http:  t.co jwkoautq incl,00:11:03
262708093891248128,  : closed sell eurusd 1.29209 for  2.4 pips  total for today  13.4 pips,00:11:05
262708103487819778,  : closed sell stop 0.27 lots eurusd 1.28796 for 0.0 pips  total for today 0.0 pips,00:11:07
262708111805149184,  : closed buy stop 0.02 lots eurusd 1.29573 for 0.0 pips  total for today 0.0 pips,00:11:09
262708114950868994,  : closed sell 0.1 lots eurusd 1.3454 for  61.0 pips  total for today  155.0 pips,00:11:10
262708118578933761,  : forex   eur usd extends losses on fears of greek impasse   forex pros: forex   eur usd extends losses on... http:  t.co xztmxeck,00:11:11
262708129400246272,  : closed sell stop 0.16 lots eurusd 1.28796 for 0.0 pips  total for today 0.0 pips,00:11:13
262708132814417920,  : forex: eur usd off to quiet start  u.s. braces for  frankenstorm    nasdaq http:  t.co ppyl3aw2,00:11:14
262708152330489856,  : closed sell 0.01 lots $gbpusd 1.61001 for  10.5 pips  total for today  10.5 pips,00:11:19
262708161784463361,  : h1 alert triggered: gbpusd .60865.  0 pips from mpext.,00:11:21
262708164611407872,  : closed buy aaafx gbpusd 1.60871 for  2.6 pips  total for today  33.6 pips,00:11:21
262708167958487040,  : closed buy stoch gbpusd 1.60868 for  2.0 pips  total for today  32.2 pips,00:11:22
262708397214949376,john gray replies to: eurusd: m15 shot. probably gonna exit my long with a 3 pip trailing sl :embarrass http:  t.co xmd9cgbj $$,00:12:17
262708398049591297,forextrapips replies to: eurusd: i m staying out. http:  t.co kbho46nw $$,00:12:17
262708398884270080,triptizine replies to: eurusd: it usually falls about 75  of the time... wont be exact  but gives a general m... http:  t.co blhdptlr $$,00:12:17
262708734072090624,forex: usd jpy bid above 78.50  boj decision eyed http:  t.co i5xvtbdy,00:13:37
262708751822360576,forex flash: usd jpy return above 80.00  unlikely  if boj disappoints tomorrow   bnz http:  t.co 1xaem1lh,00:13:41
262709036552683524,closed buy 3.66 lots $gbpusd 1.6081 for  8.0 pips  total for today  8.0 pipson soft,00:14:49
262709044085678080,closed buy 1.83 lots $gbpusd 1.6088 for  2.0 pips  total for today  2.0 pipson soft,00:14:51
262709283173593088,eurusd  after forming a doji candle on daily chart at 1.2933  looking extremely bullish. nearly 1000 pips for the potential upside move.,00:15:48
262709661277511680,eur   usd  and    continues to consolidate over the longer term http:  t.co gxsnnsrw,00:17:18
262709849538826240,the futures are off their lows now. $spx $es_f,00:18:03
262709994418470912,closed buy $gbpusd 1.60818 for  6.3 pips  total for today  11.8 pips,00:18:38
262710001993388033,closed buy $audusd 1.03533 for  4.3 pips  total for today  16.1 pips,00:18:40
262710011019530240,closed buy $eurusd 1.29227 for  5.0 pips  total for today  5.0 pips,00:18:42
262710051570061312,  : closed buy 1.83 lots $gbpusd 1.6088 for  2.0 pips  total for today  2.0 pipson soft,00:18:51
262710054682238977,  : closed buy 3.66 lots $gbpusd 1.6081 for  8.0 pips  total for today  8.0 pipson soft,00:18:52
262710058058674176,closed buy $audusd 1.0361 for  2.1 pips  total for today  2.1 pips,00:18:53
262710602135375872,forex flash: usd jpy return above 80.00  unlikely  if boj disappoints tomorrow ...   nasdaq http:  t.co cual8rkf,00:21:03
262710615200628737,closed sell 0.01 lots 79.61 for  4.3 pips  total for today  49.3 pips x428,00:21:06
