304008499355062272,"CapManagment","usdcad   patience with the trend ","19/02/2013 23:24:09",0
304007154120138752,"wallygatorek","closed buy usdcad 1.01145 for  1.4 pips  total for today  16.9 pips","19/02/2013 23:18:48",-1
304025046907772928,"stepanielunahz","  buy usdcad entry:9807 stop:9753 target:9861 240m","20/02/2013 00:29:54",-1
304021593032650752,"vavroyxwxvr9","agree  pipczar: as a fx trader  by clues are the following: $audjpy  $usdcad  $dx_f and $usdjpybozgu","20/02/2013 00:16:10",0
304020058525552640,"MT4inews","usdcad possible support around 1.0115","20/02/2013 00:10:05",0
304019204900798464,"LeandroHaegger","closed buy 2.12 lots usdcad 1.01157 for  1.8 pips  total for today  11.6 pips","20/02/2013 00:06:41",-1
304018298310381568,"ugrael","closed buy $usdcad 1.01183 for  0.7 pips  total for today  0.7 pips","20/02/2013 00:03:05",-1
304018129703563264,"KalinkaCapitalO","bought   forex azimuth  usdcad 1.01212","20/02/2013 00:02:25",1
304018118236327936,"monkey_forex","closed buy   pip a  usdcad 1.0115 for  3.0 pips  total for today  3.0 pips","20/02/2013 00:02:22",-1
304017008788373504,"clownberry","closed buy 0.2 lots usdcad 1.01144 for  2.5 pips  total for today  6.2 pips","19/02/2013 23:57:57",-1
304016979944144896,"ugrael","closed buy $usdcad 1.0115 for  2.4 pips  total for today  67.9 pips","19/02/2013 23:57:51",-1
304016767968223232,"k_delacruzp","  :: $usdcad retraces from highs  around 1.0115 20 ","19/02/2013 23:57:00",0
304031177814200320,"FXstreetNews","  flash: $usdcad will remain supported on dips   tds ","20/02/2013 00:54:16",0
304036821539622912,"chrisfkeane","daily rundown   keane traders   a look at the setups in the $gbpusd $audusd $usdcad $eurjpy and $gbpjpy ","20/02/2013 01:16:41",0
304035203561684992,"FXLupus","closed sell 0.08 lots usdcad 1.01132 for  4.9 pips  total for today  12.1 pips","20/02/2013 01:10:15",1
304038230666391552,"AtlasMarket","forex flash: usd cad will remain supported on dips   tds     $usdcad","20/02/2013 01:22:17",0
304049152441081856,"CloudTradingSig","bought 0.1 lots $usdcad 1.01189","20/02/2013 02:05:41",0
304058397353967616,"yuwonowhy","  flash: $usdcad will remain supported on dips   tds ","20/02/2013 02:42:25",0
304056542334959616,"Mekekam","  : flash: $usdcad will remain supported on dips   tds ","20/02/2013 02:35:03",0
304070628263227392,"MT4inews","usdcad possible resistance around 1.0115","20/02/2013 03:31:01",1
304070402257350656,"fxmgm"," fxmgm  sell $usdcad1.01164 stop loss1.01200  period 30 ","20/02/2013 03:30:07",1
304069598314115072,"jimimiller3","  : daily rundown   keane traders   a look at the setups in the $gbpusd $audusd $usdcad $eurjpy and $gbpjpy: ","20/02/2013 03:26:56",0
304065737214013440,"chrisfkeane","daily rundown   keane traders   a look at the setups in the $gbpusd $audusd $usdcad $eurjpy and $gbpjpy: ","20/02/2013 03:11:35",0
304064598796038144,"MsYasconem","influential think tank report bullish on canadian dollar $usdcad","20/02/2013 03:07:04",1
304080341658894336,"MM_FOREX","bought usdcad 1.01147 with fx flash","20/02/2013 04:09:37",1
304078749706637312,"AtlasMarket","usd cad forecast february 20  2013  technical analysis   fx empire  $usdcad","20/02/2013 04:03:18",0
304094871856246784,"vietanhle","bought usdcad 1.01195","20/02/2013 05:07:21",1
304089489922469888,"MT4inews","usdcad possible support around 1.0115","20/02/2013 04:45:58",0
304101296955346944,"Laboratorist","usdcad:  toc: range   against the range upward   getting in. end of usdcad comments.","20/02/2013 05:32:53",0
304101116235366400,"Laboratorist","usdcad: based on preliminary cme report   another very strong buy signal for this pair. ","20/02/2013 05:32:10",1
304104827200368640,"EliKnollenberg","buying dips on $usdcad","20/02/2013 05:46:55",1
304104020732162048,"terraseeds","traded on news $usdcad last night  still running  looking towards 10150  mid lvl  as resistance re https:  t.co bjfddjyp","20/02/2013 05:43:43",0
304109494181437440,"MT4inews","usdcad possible resistance around 1.0115","20/02/2013 06:05:28",0
304120039978713088,"EAchan_FX","closed buy 0.02 lots $usdcad 1.0078 for  32.0 pips  total for today  35.0 pips","20/02/2013 06:47:22",-1
304119827709186048,"ForexNewsMole","usd cad: disappointing canadian wholesale sales cast shadow on the local currency $usdcad ","20/02/2013 06:46:31",0
304119575992229888,"fxvader","closed sell 0.1 lots usdcad 1.0116 for  1.0 pips  total for today  7.0 pips","20/02/2013 06:45:31",1
304116381664825344,"INVEST_FX","closed sell usdcad 1.01174 for  3.3 pips  total for today  3.3 pips","20/02/2013 06:32:50",1
304115013688381440,"liverates","issuing 2 new calls on usdcad ","20/02/2013 06:27:24",0
304122006708813824,"alglobaly","issuing 2 new calls on usdcad ","20/02/2013 06:55:11",0
304121624561598464,"EAchan_FX","closed buy 0.02 lots $usdcad 1.0078 for  32.0 pips  total for today  67.0 pips","20/02/2013 06:53:40",-1
304144635830353920,"MT4inews","usdcad possible support around 1.0115","20/02/2013 08:25:06",0
304144426727514112,"tradingfloorcom","trade idea: two possible usdcad trades  maybe a head  and  shoulders ","20/02/2013 08:24:16",0
304144067812548608,"DelanorSadia","  : $usdcad: mid term cycles in pair remain bullish but we believe market would provide an opportunity to buy at a better time   level $$","20/02/2013 08:22:51",1
304143865110208512,"ElliottForecast","$usdcad: mid term cycles in pair remain bullish but we believe market would provide an opportunity to buy at a better time   level $$","20/02/2013 08:22:02",1
304143638605205504,"ElliottForecast","$usdcad showing 7 swings up from 0.9993 as it fell short of 1.0141   1.0151 target yesterday. can still be seen but cycle is now mature $$","20/02/2013 08:21:08",1
304143195502166016,"BankRobberNT","   $usdcad ultimate swing high low ninjatrader indicator exclusive ","20/02/2013 08:19:23",0
304135883630727168,"AtlasMarket","usd cad fundamental analysis february 20  2013 forecast   fx empire  $usdcad","20/02/2013 07:50:19",0
304155474050310144,"JamesJudes","usdcad: long at 1.0046  targeting 1.0240  stop now  1.0050.","20/02/2013 09:08:10",1
304153389003071488,"forexpro13","  : analyse de romain cappe sur $usdcad   gt   ","20/02/2013 08:59:53",0
304153212552896512,"forex1313","  : analyse de romain cappe sur $usdcad   gt   ","20/02/2013 08:59:11",0
304153020923514880,"DailyFXFrance","analyse de romain cappe sur $usdcad   gt   ","20/02/2013 08:58:25",0
304152165092564992,"forexpro13","  : daily  $usdcad  outlook     february 20  2013 ","20/02/2013 08:55:01",0
304151909374259200,"forex1313","  : daily  $usdcad  outlook     february 20  2013 ","20/02/2013 08:54:00",0
304151793494003712,"FXstreetReports","daily  $usdcad  outlook     february 20  2013 ","20/02/2013 08:53:33",0
304163213254201344,"SignalTradersUK","closed sell stop 0.39 lots usdcad 1.01086 for 0.0 pips  total for today  12.1 pips","20/02/2013 09:38:55",1
304161104366555136,"TrendFin","trade idea: two possible usdcad trades  maybe a head  and  shoulders ","20/02/2013 09:30:32",0
304160749654261760,"tradingfloorcom","trade idea: two possible usdcad trades  maybe a head  and  shoulders ","20/02/2013 09:29:08",0
304160065831706624,"forexpro13","  : $usdcad ultimate swing high low ninjatrader indicator ","20/02/2013 09:26:25",0
304159153704820736,"BankRobberNT","  $usdcad ultimate swing high low ninjatrader indicator ","20/02/2013 09:22:47",0
304158548085059584,"bhattidaud","  : $usdcad: mid term cycles in pair remain bullish but we believe market would provide an opportunity to buy at a better time   level $$","20/02/2013 09:20:23",1
304158533245620224,"bhattidaud","  : $usdcad showing 7 swings up from 0.9993 as it fell short of 1.0141   1.0151 target yesterday. can still be seen but cycle is now mature $$","20/02/2013 09:20:19",1
304165865220362240,"BlackCentaurFX","fxstreetreports: daily  $usdcad  outlook     february 20  2013 ","20/02/2013 09:49:28",0
304172439607324672,"IamSilviaAgnes","   efeforex traders. some trend lines for $loonie traders:    $usdcad $cad","20/02/2013 10:15:35",0
304170487179792384,"SimpleTraders","closed sell usdcad 1.01188 for  8.3 pips  total for today  44.6 pips","20/02/2013 10:07:50",1
304169572804730880,"ForexTwitted","closed buy usdcad 1.007 for  50.5 pips  total for today  331.2 pips","20/02/2013 10:04:12",-1
304169559764643840,"ForexTwitted","closed buy usdcad 1.00887 for  31.7 pips  total for today  280.7 pips","20/02/2013 10:04:08",-1
304176121543524352,"fxmgm"," fxmgm  buy $usdcad1.01311 stop loss1.01162  period 30 ","20/02/2013 10:30:13",-1
304175010371756032,"traderlife","closed buy 0.01 lots $usdcad 1.01125 for  20.0 pips  total for today  247.3 pips","20/02/2013 10:25:48",-1
304174999579791360,"traderlife","closed buy 0.01 lots $usdcad 1.01226 for  9.9 pips  total for today  267.3 pips","20/02/2013 10:25:45",-1
304174990943731712,"traderlife","closed buy 0.01 lots $usdcad 1.01327 for  0.2 pips  total for today  277.2 pips","20/02/2013 10:25:43",-1
304174708671270912,"Pipstealer_","i took usdcad today it was a no brainer really with an 11pip box and riding into resistance without really dropping.","20/02/2013 10:24:36",0
304174030880137216,"MarketClic","target long 1  atteinte sur usdcad1.0135","20/02/2013 10:21:54",1
304173599584051200,"boxtonthiz4","is the usdcad rate really 1.00054  do these countries have a currency union  0us","20/02/2013 10:20:12",0
304173080291442688,"MM_FOREX","closed buy usdcad 1.01147 for  15.0 pips  total for today  15.0 pips with fx flash","20/02/2013 10:18:08",-1
304178153578975232,"KalinkaCapitalO","closed buy   forex azimuth  usdcad 1.01212 for  10.1 pips  total for today  107.1 pips","20/02/2013 10:38:17",-1
304176905572204544,"EliKnollenberg","1.02 is your first target on $usdcad. if anyone took it with me","20/02/2013 10:33:20",0
304187512572751872,"jarun_trader","closed buy usdcad 1.0125 for  16.1 pips  total for today  143.0 pips","20/02/2013 11:15:29",-1
