271000000000000000,"algaziw","closed sell 0.01 lots $usdcad 0.99657 for  0.1 pips  total for today  0.1 pips","20/11/2012 00:14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
277000000000000000,"CloudTradingSig","bought $usdcad 0.99205","07/12/2012 09:03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
273000000000000000,"MarketClic","target long 1  atteinte sur usdcad0.9957","26/11/2012 16:04",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
300891000000000000,"iPlusResults","closed buy 0.02 lots $usdcad 1.00522 for  10.4 pips  total for today  10.4 pips vps fx2","11/02/2013 08:57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,-1
298852000000000000,"MakeFxMoney","closed buy $usdcad 0.9955 for  15.0 pips  total for today  389.0 pips","05/02/2013 17:55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,-1
300264000000000000,"4xci","usdcad analysis   february 9  2013: usdcad is in downtrend from 1.0100  the rise from 0.9932 is likely correction of  ","09/02/2013 15:23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
289000000000000000,"yuwonowhy","  flash: $usdcad move up through par may still happen   td securities ","08/01/2013 18:12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.8e+17,"CloudTradingSig","bought 0.1 lots $usdcad 0.98592","17/12/2012 00:01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
294000000000000000,"meskatul","  : forexcom: levels to watch out for in usdcad if boc is hawkish: downside support at 0.9880 then at 0.9830   see chart  kb...","23/01/2013 14:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
271000000000000000,"50Pips","weekly wrap up  and  outlook  gt   $nzdusd $audusd $usdcad $es_f $gold $gbpjpy $eurusd $gbpusd $euraud $$","19/11/2012 14:00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271000000000000000,"ys2868","closed sell 0.23 lots usdcad 0.99702 for  1.5 pips  total for today  1.5 pips","19/11/2012 23:46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
