2.69e+17,"SymbiosisFXFB2","usdcad long entry for the elder impulse entry is setting up now  and this is your early warning. ","14/11/2012 12:06"
2.69e+17,"SymbiosisFXFB2","usdcad long entry for the elder impulse entry is setting up now  and this is your early warning. ","14/11/2012 12:05"
2.69e+17,"ForexNewsMole","forex: usd cad recovers the mark of 1.0009 12 $usdcad ","14/11/2012 11:17"
2.69e+17,"FX_newsnow","usdcad bearish engulfing hourly chart ","14/11/2012 11:14"
2.69e+17,"SymbiosisFXFB2","usdcad long entry for the elder impulse entry is setting up now  and this is your early warning. ","14/11/2012 11:06"
2.69e+17,"SymbiosisFXFB2","usdcad long entry for the elder impulse entry is setting up now  and this is your early warning. ","14/11/2012 11:05"
2.69e+17,"yuwonowhy"," : $usdcad recovers the mark of 1.0009 12 ","14/11/2012 11:04"
2.69e+17,"terraseeds","9.30pm us core retail sales  pp  retail sales. looking at $usdcad. key is that it must stay above 1.0000 to maintain up. look out for 1234","14/11/2012 11:03"
2.69e+17,"ew_sittiporn","usdcad bearish engulfing hourly chart ","14/11/2012 10:58"
2.69e+17,"FXstreetNews"," : $usdcad recovers the mark of 1.0009 12 ","14/11/2012 10:57"
2.69e+17,"SymbiosisFXFB2","usdcad long entry for the elder impulse entry is setting up now  and this is your early warning. ","14/11/2012 10:51"
2.69e+17,"TheForexFeedCom","usdcad bearish engulfing hourly chart ","14/11/2012 10:51"
2.69e+17,"Kimagure_NW","closed sell 0.82 lots $usdcad 0.99661 for  3.8 pips  total for today  3.8 pips","14/11/2012 10:47"
2.69e+17,"Kimagure_NW","closed sell 0.82 lots $usdcad 0.99657 for  6.6 pips  total for today  6.6 pips","14/11/2012 10:47"
2.69e+17,"Kimagure_NW","closed sell 0.87 lots $usdcad 0.99616 for  1.1 pips  total for today  1.1 pips","14/11/2012 10:47"
2.69e+17,"IlyaSpivak","$usdcad classic technical report 11.14.2012   ","14/11/2012 10:43"
2.69e+17,"actecapital","usdcad bearish engulfing hourly chart: resistance: 1.0015 strong 1.0040 moderate 1.0060 minor support: 0.9996...  $$","14/11/2012 10:42"
2.69e+17,"MarketClic","sortir position short  usdcad1.0001   ou placez un trailing stop   heure 11:40","14/11/2012 10:41"
2.69e+17,"SymbiosisFXFB2","usdcad long entry for the elder impulse entry is setting up now  and this is your early warning. ","14/11/2012 10:36"
2.69e+17,"ForexNews87","usdcad bearish engulfing hourly chart ","14/11/2012 10:35"
2.69e+17,"Getrealforex","usdcad bearish engulfing hourly chart ","14/11/2012 10:35"
