302183000000000000,"Dagang168","closed sell 0.03 lots $eurusd 1.33228 for  37.5 pips  total for today  23.5 pips pepusd  ","14/02/2013 22:31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
294000000000000000,"Francesc_Forex","yohay elam: $eurusd volatile after mixed pmi data ","24/01/2013 10:24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277000000000000000,"forex_fx_","  :    $eurusd sentiment bullish based on analysis of 22 articles and reports. visit   ","08/12/2012 11:25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
287000000000000000,"EcnForexRobotMi","closed sell 2.8 lots $eurusd 1.3025 for  1.0 pips  total for today  42.0 pips.","04/01/2013 08:46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
287000000000000000,"FXTraderUpdates","   $eurusd sentiment bullish based on analysis of 172 articles and reports. visit  ","03/01/2013 07:02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
269000000000000000,"forex_fx_","  : today s video: $eurusd offers trade potential if risk trends rise or fall  setups for risk on  risk off or non risk  ","16/11/2012 04:37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286000000000000000,"FXTraderUpdates","   long future entry for the double bollinger bands re entry is setting up. $eurusd  ","02/01/2013 09:05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
292000000000000000,"4XFX","closed sell 10.21 lots eurusd 1.33518 for  2.2 pips  total for today  357.6 pips","17/01/2013 15:31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
298853000000000000,"KRUPA7777","closed sell 0.25 lots eurusd 1.35167 for  21.4 pips  total for today  80.0 pips","05/02/2013 17:58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
301467000000000000,"ecnforexrobot","closed buy 2.1 lots eurusd 1.3461 for  1.0 pips  total for today  1.0 pips","12/02/2013 23:05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-1
